School Name,School Type,Address,Postcode,Phone #,LGA Name
St Paul's Kealba Catholic School,Primary,230-240 Sunshine Avenue,3021,03 9366 6033,Brimbank (C)
St Elizabeth's School,Primary,111 Bakers Road,3175,03 9795 5258,Greater Dandenong (C)
St Joseph the Worker School,Primary,79 Wilson Boulevard,3073,03 9469 7800,Darebin (C)
Resurrection School,Primary,51 Gum Road,3021,03 8312 6312,Brimbank (C)
Catholic Regional College,Secondary,10 Theodore Street,3021,03 9366 2544,Brimbank (C)
St Francis Xavier College,Secondary,4 Beaconsfield Avenue,3807,03 9707 3111,Cardinia (S)
Holy Trinity Lutheran College,Pri/Sec,Trinity Drive,3400,03 5382 2529,Horsham (RC)
Plenty Valley International Montessori School,Primary,315 Aqueduct Rd,3088,03 9438 3202,Banyule (C)
Waverley Christian College,Pri/Sec,1248 High Street Road,3152,03 9871 8600,Knox (C)
The King David School,Pri/Sec,517-519 Orrong Road,3143,03 9529 5277,Stonnington (C)
Westbourne Grammar School,Pri/Sec,300 Sayers Rd,3029,03 9731 9444,Wyndham (C)
Nazareth School,Primary,14-16 Griffith Street,3216,03 5243 0502,Greater Geelong (C)
St Augustine's Primary School,Primary,Augustine's Way,3036,03 9336 4294,Brimbank (C)
St Anthony's School,Primary,Wilson Road,3338,03 9743 1401,Melton (C)
St Thomas the Apostle School,Primary,251 Diamond Creek Road,3088,03 9434 4565,Nillumbik (S)
St Luke's School,Primary,25 Stokes Road,3152,03 9801 6917,Knox (C)
St Peter's School,Primary,2A Killeen Street,3020,03 9312 3147,Brimbank (C)
Northside Christian College,Pri/Sec,31 McLeans Rd,3083,03 9467 2499,Whittlesea (C)
St John's College Preston,Pri/Sec,21 Railway Place West,3072,03 9480 5300,Darebin (C)
Good Shepherd Lutheran Primary School,Primary,53-57 Plymouth Rd,3136,03 9725 8255,Maroondah (C)
Oxley Christian College,Pri/Sec,15 - 49 Old Melbourne Rd,3116,03 9727 9900,Yarra Ranges (S)
Olivet Christian College,Pri/Sec,89 Main Rd,3451,03 5472 3817,Mount Alexander (S)
Covenant College,Pri/Sec,105 Creamery Road,3215,03 5278 5122,Greater Geelong (C)
Mountain District Christian School,Pri/Sec,325 Macclesfield Road,3793,03 9756 7244,Yarra Ranges (S)
Catholic College Wodonga,Secondary,1 Bowman Court,3690,02 6043 5500,Wodonga (C)
Caroline Chisholm Catholic College,Secondary,204 Churchill Avenue,3019,03 9296 5311,Maribyrnong (C)
St Thomas More School,Primary,Cuthbert's Road,3350,03 5334 2244,Ballarat (C)
St Mary's School,Primary,58 Clegg Road,3796,03 9736 2219,Yarra Ranges (S)
St Anne's School,Primary,60 Knees Road,3114,03 9876 1533,Manningham (C)
St Gabriel's School,Primary,30-50 Rangeview Drive,3844,03 5174 5515,Latrobe (C)
Our Lady's School,Primary,Craigieburn Road West,3064,03 9308 2011,Hume (C)
St Augustine's School,Primary,80 Golf Links Road,3199,03 9781 3007,Frankston (C)
St Francis of Assisi School,Primary,290-312 Childs Road,3082,03 9407 3100,Whittlesea (C)
Loyola College,Secondary,325 Grimshaw Street,3087,03 9434 4466,Banyule (C)
Catholic Regional College,Secondary,109-141 Bulman's Road,3337,03 8099 6000,Melton (C)
Newhaven College,Pri/Sec,1770 Phillip Island Road,3923,03 5956 7505,Bass Coast (S)
St John's Lutheran School,Primary,43-55 Trangmar Street,3305,03 5523 3833,Glenelg (S)
Christian College Highton,Pri/Sec,18 Burdekin Road,3216,03 5241 1899,Greater Geelong (C)
Billanook College,Pri/Sec,197-199 Cardigan Road,3138,03 9725 5388,Yarra Ranges (S)
Fitzroy Community School,Primary,597 Brunswick Street,3068,03 9489 5700,Yarra (C)
St Paul Apostle South School,Primary,9 William Hovell Drive,3802,03 9700 3663,Casey (C)
St Andrew's School,Primary,96 Bunney Road,3169,03 9551 5094,Kingston (C)
St Thomas More's School,Primary,313 Canadian Bay Road,3930,03 9787 7788,Mornington Peninsula (S)
St Francis' School,Primary,Chapel Street,3638,03 5866 2271,Moira (S)
Creek Street Christian College,Pri/Sec,91 Creek Street,3550,03 5442 1722,Greater Bendigo (C)
Good Shepherd College,Pri/Sec,297 Mount Napier Road,3300,03 5571 2595,Southern Grampians (S)
Plenty Valley Christian College,Pri/Sec,840 Yan Yean Road,3754,03 9717 7400,Nillumbik (S)
St James the Apostle School,Primary,Derrimut Road,3029,03 9749 1000,Wyndham (C)
St Simon's School,Primary,2 Taylors Lane,3178,03 9755 4222,Knox (C)
Queen of Peace Primary School,Primary,62 Everingham Road,3028,03 9369 2581,Hobsons Bay (C)
Don Bosco School,Primary,496 Princes Highway,3805,03 9704 7255,Casey (C)
Our Lady Star of the Sea School,Primary,13-29 John Dory Drive,3226,03 5255 4308,Greater Geelong (C)
Catholic Regional College Institute of Training,Secondary,380 Sydenham Road,3037,03 9361 0000,Brimbank (C)
Catholic Regional College North Keilor,Secondary,Santa Monica Drive,3036,03 9361 5900,Brimbank (C)
Village School,Primary,9-13 Holloway Road,3136,03 9726 4766,Maroondah (C)
Bayside Christian College,Pri/Sec,120-128 Robinsons Road,3911,03 5971 6700,Frankston (C)
Andale School,Special,84 Charles Street,3101,03 9853 3911,Boroondara (C)
Trinity Lutheran College,Pri/Sec,920 Fifteenth Street,3500,03 5023 7013,Mildura (RC)
Goulburn Valley Grammar School,Pri/Sec,455 Verney Road,3630,03 5821 8155,Greater Shepparton (C)
The Knox School,Pri/Sec,220 Burwood Highway,3152,03 8805 3800,Knox (C)
Heathdale Christian College,Pri/Sec,175 Derrimut Rd,3030,03 9749 1522,Wyndham (C)
Hillcrest Christian College,Pri/Sec,500 Soldiers Road,3978,03 9702 2144,Casey (C)
St Paul's Anglican Grammar School,Pri/Sec,150 Bowen Street,3820,03 5623 5833,Baw Baw (S)
Sunshine Christian School,Primary,81 - 83 Westmoreland Road,3020,03 9312 1253,Brimbank (C)
Frank Dando Sports Academy,Special,33 Raymond Street,3147,03 9807 2111,Monash (C)
Beaconhills College,Pri/Sec,30-34 Toomuc Valley Road,3810,1300 002 225,Cardinia (S)
Ghilgai School,Primary,295 Liverpool Road,3137,03 9728 5819,Yarra Ranges (S)
St Bernadette's Catholic Primary School,Primary,1264 Mountain Highway,3154,03 9762 5135,Knox (C)
St Catherine's School,Primary,2 Lascelles Drive,3075,03 9466 2480,Whittlesea (C)
St Anthony's School,Primary,90 Kees Road,3212,03 5282 1415,Greater Geelong (C)
St Mary's School,Primary,2-20 Fir Street,3757,03 9716 2478,Whittlesea (C)
St Charles Borromeo School,Primary,230-234 Serpells Road,3106,03 9842 7634,Manningham (C)
River City Christian College,Pri/Sec,29 Rose Street,3564,03 5482 4594,Campaspe (S)
Belgrave Heights Christian School,Pri/Sec,20 Wattle Valley Road,3160,03 9754 6435,Yarra Ranges (S)
Oakleigh Grammar,Pri/Sec,77 Willesden Road,3166,03 9569 6128,Monash (C)
Worawa Aboriginal College,Special,60 - 80 Barak Lane,3777,03 5962 4344,Yarra Ranges (S)
Kerang Christian College,Pri/Sec,98 Wyndham Street,3579,03 5450 3894,Gannawarra (S)
St Andrews Christian College,Pri/Sec,130 Tyner Road,3152,(03) 8847 8300,Knox (C)
Chairo Christian School,Pri/Sec,76 Balfour Road,3818,03 5625 4600,Baw Baw (S)
Australian International Academy of Education,Pri/Sec,653 Sydney Road,3058,03 9350 4533,Moreland (C)
Flinders Christian Community College,Pri/Sec,155 Mornington - Tyabb Road,3913,03 5973 2000,Mornington Peninsula (S)
St Mary MacKillop Primary School,Primary,152 Odessa Avenue,3038,03 9367 6199,Brimbank (C)
St Catherine of Siena School,Primary,Bulman's Road,3337,03 9743 2166,Melton (C)
St Paul's School,Primary,59 Moores Road,3793,03 9756 7201,Yarra Ranges (S)
Our Lady of Fatima School,Primary,16 Hinton Street,3939,03 5950 0400,Mornington Peninsula (S)
St Justin's School,Primary,42 Whalley Drive,3150,03 9561 7644,Monash (C)
Grace Christian College Wodonga,Pri/Sec,20 Kinchington Road,3691,02 6056 2288,Wodonga (C)
St Richard's Primary School,Primary,672 Mount Dandenong Road,3137,03 9728 4378,Yarra Ranges (S)
Holy Trinity School,Primary,10 Riddell Road,3152,03 9801 8296,Knox (C)
Melton Christian College,Pri/Sec,152-156 Brooklyn Road,3338,03 9743 8193,Melton (C)
Mansfield Rudolf Steiner School,Pri/Sec,91 Highett Street,3722,03 5779 1445,Mansfield (S)
St Paul Apostle North School,Primary,76 Mossgiel Park Drive,3802,03 9700 6068,Casey (C)
Corpus Christi School,Primary,29 Russell Street,3030,03 9741 8440,Wyndham (C)
Nazareth College,Secondary,Manning Drive,3174,03 9795 8100,Greater Dandenong (C)
St Therese School,Primary,50 Grossmans Road,3228,03 5261 4246,Surf Coast (S)
Japanese School of Melbourne,Pri/Sec,6 Ellington Street,3162,03 9528 1978,Glen Eira (C)
Mary MacKillop Catholic Regional College,Secondary,115 Horn Street,3953,03 5662 4255,South Gippsland (S)
King's College,Pri/Sec,44 Balmoral Road,3280,03 5562 0147,Warrnambool (C)
Sophia Mundi Steiner School,Pri/Sec,1 St Heliers Street,3067,03 9419 9229,Yarra (C)
Al-Taqwa College,Pri/Sec,201 Sayers Road,3029,03 9269 5000,Wyndham (C)
Overnewton Anglican Community College,Pri/Sec,2-50 Overnewton Road,3036,03 9334 0149,Brimbank (C)
St Joachim's School,Primary,25 Broderick Road,3201,03 9785 2633,Frankston (C)
Holy Trinity Primary School,Primary,94 Weidlich Road,3095,03 9431 0888,Banyule (C)
St Carlo Borromeo School,Primary,5-9 Drummond Street,3059,03 9333 2572,Hume (C)
Little Yarra Steiner School,Pri/Sec,205 Little Yarra Road,3797,03 5967 1953,Yarra Ranges (S)
St Mary MacKillop College,Secondary,53 McCrae Street,3585,03 5032 9771,Swan Hill (RC)
St Kevin's School,Primary,120 Hallam Road,3976,03 9709 8600,Casey (C)
Bacchus Marsh Grammar,Pri/Sec,34 South Maddingley Road,3340,03 5366 4800,Moorabool (S)
St Peter's College,Secondary,Cranbourne-Frankston Road,3978,03 5990 7777,Casey (C)
Lighthouse Christian College,Pri/Sec,927 Springvale Road,3173,03 8796 7373,Greater Dandenong (C)
Alphington Grammar School,Pri/Sec,12 - 18 Old Heidelberg Road,3078,03 9497 4777,Yarra (C)
St Therese's School,Primary,131 Endeavour Drive,3977,03 5996 7525,Casey (C)
St Ita's School,Primary,50 Victoria Street,3818,03 5625 4222,Baw Baw (S)
Yarralinda School,Primary,4 Birchwood Drive,3138,03 9727 3032,Yarra Ranges (S)
Lumen Christi School,Primary,111 Whitelaw Avenue,3356,03 5336 2015,Ballarat (C)
Castlemaine Steiner School & Kindergarten,Pri/Sec,11 Rilens Rd,3451,03 5470 6235,Mount Alexander (S)
The Kilmore International School,Pri/Sec,40 White Street,3764,03 5782 2211,Mitchell (S)
St Mary's Coptic Orthodox College,Pri/Sec,19-35 Thorpdale Avenue,3048,03 9302 2788,Hume (C)
Mansfield Autism Statewide Services,Special,81 Highett Street,3722,03 5775 2876,Mansfield (S)
Minaret College,Pri/Sec,36-38 Lewis Street,3171,03 9574 0567,Greater Dandenong (C)
Victory Lutheran College,Pri/Sec,28 Drage Road,3690,02 6057 5859,Wodonga (C)
Son Centre Christian College,Primary,141a Aerodrome Road,3585,03 5032 4199,Swan Hill (RC)
Girton Grammar School,Pri/Sec,105 MacKenzie Street,3550,03 5441 3114,Greater Bendigo (C)
St Francis of the Fields School,Primary,Blucher Street,3551,03 5439 3191,Greater Bendigo (C)
Galilee Regional Catholic Primary School,Primary,301-319 Bank Street,3205,03 9699 2928,Port Phillip (C)
Casey Grammar School,Pri/Sec,3 New Holland Drive,3977,03 5991 0800,Casey (C)
St Brendan's School,Primary,19 Austin Road,3912,03 5977 7277,Mornington Peninsula (S)
Mary MacKillop School,Primary,2 Ernst Wanke Road,3804,03 8794 5777,Casey (C)
Bethany Catholic Primary School,Primary,80 Thames Boulevard,3030,03 9742 9800,Wyndham (C)
Victory Christian College,Pri/Sec,6 Kairn Road,3550,03 5445 2600,Greater Bendigo (C)
Ilim College,Pri/Sec,30 Inverloch Crescent,3047,03 9302 3770,Hume (C)
Penola Catholic College,Secondary,29 GIbson Street,3047,03 9301 2777,Hume (C)
Christian College Bellarine,Pri/Sec,40 Collins Street,3222,03 5253 2998,Greater Geelong (C)
Good Samaritan Catholic Primary School,Primary,1-29 Southern Cross Drive,3064,03 9308 6177,Hume (C)
Erasmus Primary School,Primary,40 Lisson Grove,3122,03 9819 1266,Boroondara (C)
Kardinia International College,Pri/Sec,29-31 Kardinia Drive,3215,03 5278 9999,Greater Geelong (C)
Holy Cross Primary School,Primary,158 Hamilton Road,3438,03 5428 0100,Macedon Ranges (S)
St Catherine's Primary School,Primary,73 Ridgemont Drive,3806,03 9702 1466,Casey (C)
Good News Lutheran College,Pri/Sec,580 Tarneit Road,3029,03 8742 9000,Wyndham (C)
Sirius College,Pri/Sec,Goulburn Street,3047,03 9301 5800,Hume (C)
Emmaus Catholic Primary School,Primary,370 Sydenham Road,3037,03 9390 4500,Brimbank (C)
Red Rock Christian College,Pri/Sec,340 Settlement Road,3429,03 9740 5400,Hume (C)
Maharishi School of the Age of Enlightenment,Primary,2-6 Dundee Street,3073,03 9462 2888,Darebin (C)
Thomas Carr College,Secondary,35 Thomas Carr Drive,3029,03 8734 2444,Wyndham (C)
St Thomas Primary School,Primary,1-7 Peninsula Drive,3222,03 5251 1050,Greater Geelong (C)
Shepparton Christian College Ltd,Pri/Sec,155 Verney Road,3630,03 5831 7790,Greater Shepparton (C)
Darul Ulum College of Victoria,Pri/Sec,17 Baird Street,3060,03 9355 6800,Moreland (C)
St Thomas Aquinas College,Pri/Sec,1 Tynong Road,3813,03 5629 2500,Cardinia (S)
Bairnsdale Christian Community School,Primary,101 Bairnsdale/Dargo Road,3875,03 5153 0079,East Gippsland (S)
East Preston Islamic College,Pri/Sec,55 Tyler Street,3072,03 9478 3323,Darebin (C)
Clairvaux Catholic School,Primary,45-75 Reynolds Road,3216,03 5243 7102,Greater Geelong (C)
Dandenong Ranges Steiner School,Primary,11c Duffys Road,3782,03 8790 4797,Cardinia (S)
Aitken College,Pri/Sec,1010 Mickleham Road,3059,03 9333 1866,Hume (C)
Alia College,Secondary,405 Tooronga Road,3123,03 9822 9622,Boroondara (C)
Ballarat Steiner School,Primary,244 Moss Avenue,3350,03 5341 8188,Ballarat (C)
Christian College Institute of Senior Education,Secondary,135 Pigdons Road,3216,03 5241 1577,Greater Geelong (C)
Christ the Priest Catholic Primary School,Primary,54 Caroline Springs Boulevard,3023,03 9361 8600,Melton (C)
Freshwater Creek Steiner School,Primary,52 McIntyres Road,3216,03 5264 5077,Surf Coast (S)
Gisborne Montessori School,Primary,57 Barringo Road,3438,03 5428 4520,Macedon Ranges (S)
Mt Hira College,Pri/Sec,185 Perry Road,3173,03 9709 0100,Greater Dandenong (C)
Lumen Christi School,Primary,260 - 278 Point Cook Road,3030,03 9395 2555,Wyndham (C)
Trinity Catholic Primary School,Primary,103-129 Oak Grove Drive,3805,03 9704 1970,Casey (C)
Columba Catholic School,Primary,28-36 Hope Street,3815,03 5629 5933,Cardinia (S)
Stott's Colleges,Secondary,"Level 1-6, 168 Exhibition Street",3000,03 9663 3399,Melbourne (C)
Glenvale School,Pri/Sec,23 Scanlon Drive,3076,03 8199 8277,Whittlesea (C)
Kamaruka,Special,52 River Street,3141,03 9826 0330,Stonnington (C)
Geelong Baptist College,Pri/Sec,590 Anakie Road,3221,03 5276 1674,Greater Geelong (C)
Lavalla Catholic College,Secondary,Kosciusko Street,3844,03 5174 5272,Latrobe (C)
Mildura Christian College,Pri/Sec,1291 Karadoc Ave,3498,03 5024 5310,Mildura (RC)
Haileybury Girls College,Pri/Sec,855 Springvale Road,3173,03 9213 2222,Greater Dandenong (C)
Antonine College,Pri/Sec,71 Grandview Avenue,3044,03 9354 1377,Moreland (C)
Ozford College,Secondary,Levels 7 & 9,3000,03 8663 7188,Melbourne (C)
Berry Street Victoria Inc,Special,11 Tower Court,3174,03 9429 9266,Greater Dandenong (C)
Yesodei HaTorah College,Pri/Sec,39 Dickens Street,3184,03 9531 3203,Port Phillip (C)
Cana Catholic Primary School,Primary,46-60 Banchory Avenue,3037,03 8390 9200,Melton (C)
Holmes Secondary College,Secondary,185 Spring Street,3000,03 9662 2055,Melbourne (C)
St Luke's Catholic Primary School,Primary,629 Goulburn Valley Highway,3631,03 5822 1834,Greater Shepparton (C)
"St Francis of Assisi Primary School, Wodonga",Primary,214 Baranduda Boulevard,3691,02 6020 9100,Wodonga (C)
Indie School Wodonga,Special,63 - 67 High Street,3690,02 6043 8200,Wodonga (C)
Marymede Catholic College,Pri/Sec,60 Williamsons Road,3752,03 9407 9000,Whittlesea (C)
Stella Maris Catholic Primary School,Primary,54 - 70 Innisfail Drive,3030,03 9395 8411,Wyndham (C)
Lakeside College,Pri/Sec,2 Portobello Road,3810,03 5941 7544,Cardinia (S)
Trinity Catholic School,Primary,57-59 Davison Street,3121,03 9428 7180,Yarra (C)
DOXA School Bendigo,Special,118 Hargreaves Street,3550,03 5442 8140,Greater Bendigo (C)
Beechworth Montessori School,Primary,42 Gilchrist Ave,3747,03 5728 2940,Indigo (S)
Balcombe Grammar School,Pri/Sec,389 Nepean Hwy,3934,03 5970 1100,Mornington Peninsula (S)
Catholic Regional College Caroline Springs,Secondary,10 College Drive,3023,03 9217 8000,Melton (C)
Ballarat Christian College,Pri/Sec,Yarrowee & Vickers Streets,3356,03 5337 5900,Ballarat (C)
Deutsche Schule Melbourne,Primary,96 Barkly Street,3068,03 9489 9364,Yarra (C)
Emmaus Catholic Primary School,Primary,1503 Geelong Road,3350,03 5330 2266,Ballarat (C)
EdSpace,Special,24 Carrier Street,3672,03 5762 5543,Benalla (RC)
Kolbe Catholic College,Secondary,Lysterfield Drive,3059,03 8339 3060,Hume (C)
Hume Anglican Grammar,Pri/Sec,100 Mount Ridley Road,3064,03 8339 6900,Hume (C)
Lighthouse Christian College Cranbourne,Pri/Sec,1785 South Gippsland Hwy,3977,03 5996 1588,Casey (C)
Mother Teresa School,Primary,5-15 Windrock Avenue,3064,03 9333 0814,Hume (C)
Geelong Lutheran College,Pri/Sec,2 - 38 Burvilles Road,3217,03 5264 1038,Greater Geelong (C)
Our Lady of the Southern Cross,Primary,2-20 Howqua Way,3024,03 9974 8500,Wyndham (C)
Daylesford Dharma School,Primary,90 Daylesford Trentham Road,3461,03 5348 3112,Hepburn (S)
St George Preca School,Primary,22-48 Lancefield Drive,3023,03 8390 7352,Melton (C)
St Joseph's School,Primary,44 Mernda Village Drive,3754,03 9717 6480,Whittlesea (C)
Al Siraat College,Pri/Sec,45 Harvest Home Road,3076,03 9408 1999,Whittlesea (C)
Community College Gippsland Ltd| ECG Community College,Special,71 Warragul-Korumburra Road,3820,(03) 5622 6000,Baw Baw (S)
"Borinya, Wangaratta Community Partnership",Special,30 College Street,3676,03 5721 2174,Wangaratta (RC)
Woodleigh School,Pri/Sec,485 Golf Links Road,3911,03 5971 6100,Frankston (C)
Shepparton Adult & Community Education Inc,Secondary,130 Rowe Street,3630,03 5831 4029,Greater Shepparton (C)
St Brigid's School,Primary,25 Bayview Road,3809,03 5943 2447,Cardinia (S)
St Francis de Sales Catholic Primary School,Primary,122 Paterson Drive,3975,03 8773 6700,Casey (C)
St Lawrence Catholic Primary School,Primary,93A Capesthorne Drive,3026,03 8390 5326,Brimbank (C)
Christadelphian Heritage College Melbourne,Primary,16 Clevedon Road,3154,03 9739 8126,Knox (C)
Melbourne Grammar School,Pri/Sec,355 St Kilda Road,3004,03 9865 7555,Melbourne (C)
Islamic College of Melbourne,Pri/Sec,83 Wootten Road,3029,03 8742 1739,Wyndham (C)
Southern Cross Grammar,Pri/Sec,2-20 Lancefield Drive,3023,03 8363 2000,Melton (C)
MacKillop Specialist School,Special,25-33 Oxford Street,3219,03 5248 2557,Greater Geelong (C)
Cornish College,Pri/Sec,65 Riverend Road,3175,03 9773 1011,Greater Dandenong (C)
Melbourne Montessori School,Pri/Sec,4-6 Roselea Street,3162,03 9528 4478,Glen Eira (C)
St Francis of Assisi Catholic Primary School,Primary,45 Fairview Parade,3029,03 9731 6004,Wyndham (C)
St Joseph's Flexible Learning Centre Melbourne,Special,385 Queensberry Street,3051,03 9269 6900,Melbourne (C)
Glenroy Private,Pri/Sec,93 Daley Street,3046,03 9306 7988,Moreland (C)
Cathedral College Wangaratta,Pri/Sec,344 Wangaratta-Whitfield Road,3676,(03) 5722 2144,Wangaratta (RC)
Koonwarra Village School,Primary,20-26 Koala Drive,3954,03 5664 2477,South Gippsland (S)
Divrei Emineh,Pri/Sec,442-452 North Road,3204,03 9530 8777,Glen Eira (C)
Wild Cherry School,Primary,28 McKean Street,3875,03 5152 1966,East Gippsland (S)
Australian Christian College Hume,Primary,21 Sydney Road,3672,03 5762 4476,Benalla (RC)
